/var/spool/slurm/d/job12728/slurm_script: line 11: conda: command not found
/home/u202220081002025/miniconda3/envs/pytorch/lib/python3.9/site-packages/torch/nn/modules/rnn.py:82: UserWarning: dropout option adds dropout after all but last recurrent layer, so non-zero dropout expects num_layers greater than 1, but got dropout=0.5 and num_layers=1
  warnings.warn("dropout option adds dropout after all but last "
Seq2Seq(
  (encoder): Encoder(
    (embedding): Embedding(5004, 256, padding_idx=1)
    (gru): GRU(256, 128, batch_first=True, dropout=0.5)
  )
  (decoder): Decoder(
    (embedding): Embedding(5004, 256, padding_idx=1)
    (gru): GRU(256, 128, batch_first=True, dropout=0.5)
    (log_softmax): LogSoftmax(dim=None)
    (fc): Linear(in_features=128, out_features=5004, bias=True)
    (attn): Attention(
      (Wa): Linear(in_features=256, out_features=128, bias=False)
    )
    (Wa): Linear(in_features=256, out_features=128, bias=False)
  )
)
Train Epoch: 0 [0/453960 (0%)]	Loss: 8.543295
Train Epoch: 0 [128/453960 (0%)]	Loss: 8.362749
Train Epoch: 0 [256/453960 (0%)]	Loss: 8.276361
Train Epoch: 0 [384/453960 (0%)]	Loss: 8.150197
Train Epoch: 0 [512/453960 (0%)]	Loss: 7.955227
Train Epoch: 0 [640/453960 (0%)]	Loss: 7.789087
Train Epoch: 0 [768/453960 (0%)]	Loss: 7.496804
Train Epoch: 0 [896/453960 (0%)]	Loss: 7.391062
Train Epoch: 0 [1024/453960 (0%)]	Loss: 7.189496
Train Epoch: 0 [1152/453960 (0%)]	Loss: 7.135139
Train Epoch: 0 [1280/453960 (0%)]	Loss: 6.895504
Train Epoch: 0 [1408/453960 (0%)]	Loss: 6.598281
Train Epoch: 0 [1536/453960 (0%)]	Loss: 6.776497
Train Epoch: 0 [1664/453960 (0%)]	Loss: 6.560503
Train Epoch: 0 [1792/453960 (0%)]	Loss: 6.292812
Train Epoch: 0 [1920/453960 (0%)]	Loss: 6.253598
Train Epoch: 0 [2048/453960 (0%)]	Loss: 6.289608
Train Epoch: 0 [2176/453960 (0%)]	Loss: 6.004555
Train Epoch: 0 [2304/453960 (1%)]	Loss: 5.914308
Train Epoch: 0 [2432/453960 (1%)]	Loss: 5.857888
Train Epoch: 0 [2560/453960 (1%)]	Loss: 5.658526
Train Epoch: 0 [2688/453960 (1%)]	Loss: 5.652068
Train Epoch: 0 [2816/453960 (1%)]	Loss: 5.628256
Train Epoch: 0 [2944/453960 (1%)]	Loss: 5.435608
Train Epoch: 0 [3072/453960 (1%)]	Loss: 5.570534
Train Epoch: 0 [3200/453960 (1%)]	Loss: 5.618306
Train Epoch: 0 [3328/453960 (1%)]	Loss: 5.479522
Train Epoch: 0 [3456/453960 (1%)]	Loss: 5.335819
Train Epoch: 0 [3584/453960 (1%)]	Loss: 5.480762
Train Epoch: 0 [3712/453960 (1%)]	Loss: 5.419627
Train Epoch: 0 [3840/453960 (1%)]	Loss: 5.427906
Train Epoch: 0 [3968/453960 (1%)]	Loss: 5.331595
Train Epoch: 0 [4096/453960 (1%)]	Loss: 5.479777
Train Epoch: 0 [4224/453960 (1%)]	Loss: 5.172985
Train Epoch: 0 [4352/453960 (1%)]	Loss: 5.152761
Train Epoch: 0 [4480/453960 (1%)]	Loss: 5.208709
Train Epoch: 0 [4608/453960 (1%)]	Loss: 5.261116
Train Epoch: 0 [4736/453960 (1%)]	Loss: 5.161673
Train Epoch: 0 [4864/453960 (1%)]	Loss: 5.451614
Train Epoch: 0 [4992/453960 (1%)]	Loss: 5.286213
Train Epoch: 0 [5120/453960 (1%)]	Loss: 5.193842
Train Epoch: 0 [5248/453960 (1%)]	Loss: 5.104637
Train Epoch: 0 [5376/453960 (1%)]	Loss: 5.227265
Train Epoch: 0 [5504/453960 (1%)]	Loss: 5.405510
Train Epoch: 0 [5632/453960 (1%)]	Loss: 5.055061
Train Epoch: 0 [5760/453960 (1%)]	Loss: 5.482393
Train Epoch: 0 [5888/453960 (1%)]	Loss: 5.364923
Train Epoch: 0 [6016/453960 (1%)]	Loss: 4.987479
Train Epoch: 0 [6144/453960 (1%)]	Loss: 5.319348
Train Epoch: 0 [6272/453960 (1%)]	Loss: 5.011933
Train Epoch: 0 [6400/453960 (1%)]	Loss: 5.085150
Train Epoch: 0 [6528/453960 (1%)]	Loss: 5.376712
Train Epoch: 0 [6656/453960 (1%)]	Loss: 5.110605
Train Epoch: 0 [6784/453960 (1%)]	Loss: 5.113492
Train Epoch: 0 [6912/453960 (2%)]	Loss: 5.265678
Train Epoch: 0 [7040/453960 (2%)]	Loss: 5.229392
Train Epoch: 0 [7168/453960 (2%)]	Loss: 5.121464
Train Epoch: 0 [7296/453960 (2%)]	Loss: 5.251137
Train Epoch: 0 [7424/453960 (2%)]	Loss: 5.040840
Train Epoch: 0 [7552/453960 (2%)]	Loss: 5.247070
Train Epoch: 0 [7680/453960 (2%)]	Loss: 5.327168
Train Epoch: 0 [7808/453960 (2%)]	Loss: 5.402495
Train Epoch: 0 [7936/453960 (2%)]	Loss: 5.072152
Train Epoch: 0 [8064/453960 (2%)]	Loss: 5.256928
Train Epoch: 0 [8192/453960 (2%)]	Loss: 5.210440
Train Epoch: 0 [8320/453960 (2%)]	Loss: 4.991882
Train Epoch: 0 [8448/453960 (2%)]	Loss: 5.139648
Train Epoch: 0 [8576/453960 (2%)]	Loss: 5.191798
Train Epoch: 0 [8704/453960 (2%)]	Loss: 5.163835
Train Epoch: 0 [8832/453960 (2%)]	Loss: 5.208304
Train Epoch: 0 [8960/453960 (2%)]	Loss: 5.109309
Train Epoch: 0 [9088/453960 (2%)]	Loss: 5.261305
Train Epoch: 0 [9216/453960 (2%)]	Loss: 5.219830
Train Epoch: 0 [9344/453960 (2%)]	Loss: 5.254676
Train Epoch: 0 [9472/453960 (2%)]	Loss: 5.104505
Train Epoch: 0 [9600/453960 (2%)]	Loss: 5.382940
Train Epoch: 0 [9728/453960 (2%)]	Loss: 5.162382
Train Epoch: 0 [9856/453960 (2%)]	Loss: 5.113232
Train Epoch: 0 [9984/453960 (2%)]	Loss: 5.135252
Train Epoch: 0 [10112/453960 (2%)]	Loss: 5.279326
Train Epoch: 0 [10240/453960 (2%)]	Loss: 5.039318
Train Epoch: 0 [10368/453960 (2%)]	Loss: 5.186345
Train Epoch: 0 [10496/453960 (2%)]	Loss: 5.116162
Train Epoch: 0 [10624/453960 (2%)]	Loss: 4.887010
Train Epoch: 0 [10752/453960 (2%)]	Loss: 5.179531
Train Epoch: 0 [10880/453960 (2%)]	Loss: 5.286582
Train Epoch: 0 [11008/453960 (2%)]	Loss: 5.293340
Train Epoch: 0 [11136/453960 (2%)]	Loss: 5.040778
Train Epoch: 0 [11264/453960 (2%)]	Loss: 5.114353
Train Epoch: 0 [11392/453960 (3%)]	Loss: 4.949738
Train Epoch: 0 [11520/453960 (3%)]	Loss: 5.154421
Train Epoch: 0 [11648/453960 (3%)]	Loss: 5.100508
Train Epoch: 0 [11776/453960 (3%)]	Loss: 5.202810
Train Epoch: 0 [11904/453960 (3%)]	Loss: 5.186909
Train Epoch: 0 [12032/453960 (3%)]	Loss: 5.182949
Train Epoch: 0 [12160/453960 (3%)]	Loss: 4.706621
Train Epoch: 0 [12288/453960 (3%)]	Loss: 5.317890
Train Epoch: 0 [12416/453960 (3%)]	Loss: 5.157486
Train Epoch: 0 [12544/453960 (3%)]	Loss: 4.953234
Train Epoch: 0 [12672/453960 (3%)]	Loss: 5.124461
Train Epoch: 0 [12800/453960 (3%)]	Loss: 5.094532
Train Epoch: 0 [12928/453960 (3%)]	Loss: 5.041764
Train Epoch: 0 [13056/453960 (3%)]	Loss: 5.123211
Train Epoch: 0 [13184/453960 (3%)]	Loss: 5.088794
Train Epoch: 0 [13312/453960 (3%)]	Loss: 5.178511
Train Epoch: 0 [13440/453960 (3%)]	Loss: 5.156975
Train Epoch: 0 [13568/453960 (3%)]	Loss: 5.322590
Train Epoch: 0 [13696/453960 (3%)]	Loss: 5.202427
Train Epoch: 0 [13824/453960 (3%)]	Loss: 5.139678
Train Epoch: 0 [13952/453960 (3%)]	Loss: 5.113551
Train Epoch: 0 [14080/453960 (3%)]	Loss: 5.153418
Train Epoch: 0 [14208/453960 (3%)]	Loss: 5.199087
Train Epoch: 0 [14336/453960 (3%)]	Loss: 5.177962
Train Epoch: 0 [14464/453960 (3%)]	Loss: 5.262497
Train Epoch: 0 [14592/453960 (3%)]	Loss: 5.072467
Train Epoch: 0 [14720/453960 (3%)]	Loss: 4.950215
Train Epoch: 0 [14848/453960 (3%)]	Loss: 5.147339
Train Epoch: 0 [14976/453960 (3%)]	Loss: 5.110891
Train Epoch: 0 [15104/453960 (3%)]	Loss: 5.293337
Train Epoch: 0 [15232/453960 (3%)]	Loss: 5.179945
Train Epoch: 0 [15360/453960 (3%)]	Loss: 5.132982
Train Epoch: 0 [15488/453960 (3%)]	Loss: 5.179597
Train Epoch: 0 [15616/453960 (3%)]	Loss: 5.180669
Train Epoch: 0 [15744/453960 (3%)]	Loss: 5.142128
Train Epoch: 0 [15872/453960 (3%)]	Loss: 4.964470
Train Epoch: 0 [16000/453960 (4%)]	Loss: 5.036167
Train Epoch: 0 [16128/453960 (4%)]	Loss: 5.005077
Train Epoch: 0 [16256/453960 (4%)]	Loss: 4.926137
Train Epoch: 0 [16384/453960 (4%)]	Loss: 4.950088
Train Epoch: 0 [16512/453960 (4%)]	Loss: 5.167371
Train Epoch: 0 [16640/453960 (4%)]	Loss: 5.159469
Train Epoch: 0 [16768/453960 (4%)]	Loss: 5.243529
Train Epoch: 0 [16896/453960 (4%)]	Loss: 5.189431
Train Epoch: 0 [17024/453960 (4%)]	Loss: 5.222386
Train Epoch: 0 [17152/453960 (4%)]	Loss: 5.225796
Train Epoch: 0 [17280/453960 (4%)]	Loss: 5.230973
Train Epoch: 0 [17408/453960 (4%)]	Loss: 4.927849
